TransactionDate,Description,DebitAmount,CreditAmount,Balance
2046-07-04,POS PURCHASE,10106.12,,64054986.61
2046-07-06,REFUND,,32284.23,64087270.84
2046-07-06,UTILITY BILL,2686.14,,64084584.70
2046-07-07,NEFT TRANSFER,,22948.96,64107533.66
2046-07-08,IMPS TRANSFER,7327.76,,64100205.90
2046-07-08,NEFT TRANSFER,,34417.87,64134623.77
2046-07-10,POS PURCHASE,18631.05,,64115992.72
2046-07-11,CASH DEPOSIT,,35156.58,64151149.30
2046-07-13,IMPS TRANSFER,920.36,,64150228.94
2046-07-13,EMI DEBIT,17553.71,,64132675.23
2046-07-14,NEFT TRANSFER,,5562.18,64138237.41
2046-07-14,NEFT TRANSFER,,39388.61,64177626.02
2046-07-14,ATM WITHDRAWAL,14902.76,,64162723.26
2046-07-16,EMI DEBIT,7005.04,,64155718.22
2046-07-18,SALARY,,3107.47,64158825.69
2046-07-18,CASH DEPOSIT,,35528.98,64194354.67
2046-07-18,NEFT TRANSFER,,25190.42,64219545.09
2046-07-19,SALARY,,1778.00,64221323.09
2046-07-19,EMI DEBIT,18991.84,,64202331.25
2046-07-20,REFUND,,12328.17,64214659.42
2046-07-22,SALARY,,49234.83,64263894.25
2046-07-23,NEFT TRANSFER,,20915.03,64284809.28
2046-07-25,SALARY,,41134.31,64325943.59
2046-07-26,SALARY,,33420.15,64359363.74
2046-07-26,REFUND,,25663.17,64385026.91
2046-07-26,IMPS TRANSFER,4484.46,,64380542.45
2046-07-28,UTILITY BILL,3442.80,,64377099.65
2046-07-28,NEFT TRANSFER,,25695.95,64402795.60
2046-07-28,POS PURCHASE,11754.57,,64391041.03
2046-07-30,IMPS TRANSFER,18699.97,,64372341.06
2046-07-30,SALARY,,27716.91,64400057.97
2046-08-01,EMI DEBIT,10099.92,,64389958.05
2046-08-01,ATM WITHDRAWAL,983.01,,64388975.04
2046-08-03,INWARD REMITTANCE,,37956.37,64426931.41
2046-08-03,IMPS TRANSFER,19129.11,,64407802.30
2046-08-03,IMPS TRANSFER,12642.66,,64395159.64
2046-08-05,SALARY,,40871.75,64436031.39
2046-08-06,NEFT TRANSFER,,14803.51,64450834.90
2046-08-06,INWARD REMITTANCE,,36743.60,64487578.50
2046-08-08,INWARD REMITTANCE,,37910.08,64525488.58
2046-08-08,EMI DEBIT,14258.32,,64511230.26
2046-08-10,UTILITY BILL,6272.26,,64504958.00
2046-08-12,ATM WITHDRAWAL,5086.19,,64499871.81
2046-08-12,CASH DEPOSIT,,28003.87,64527875.68
2046-08-12,SALARY,,46407.70,64574283.38
2046-08-12,INWARD REMITTANCE,,49676.11,64623959.49
2046-08-12,ATM WITHDRAWAL,4221.01,,64619738.48
2046-08-13,POS PURCHASE,14678.22,,64605060.26
2046-08-14,EMI DEBIT,5187.07,,64599873.19
2046-08-14,IMPS TRANSFER,11924.88,,64587948.31
2046-08-15,EMI DEBIT,9108.39,,64578839.92
2046-08-15,CASH DEPOSIT,,1113.54,64579953.46
2046-08-15,UTILITY BILL,11950.05,,64568003.41
2046-08-17,REFUND,,4338.14,64572341.55
2046-08-18,UTILITY BILL,2988.62,,64569352.93
2046-08-18,INWARD REMITTANCE,,14759.20,64584112.13
2046-08-19,POS PURCHASE,10031.14,,64574080.99
2046-08-21,ATM WITHDRAWAL,3588.10,,64570492.89
2046-08-22,POS PURCHASE,3477.04,,64567015.85
2046-08-24,POS PURCHASE,3348.00,,64563667.85
2046-08-25,UTILITY BILL,2207.43,,64561460.42
2046-08-25,UTILITY BILL,10208.44,,64551251.98
2046-08-26,IMPS TRANSFER,11870.73,,64539381.25
2046-08-28,EMI DEBIT,8971.52,,64530409.73
2046-08-28,ATM WITHDRAWAL,13030.68,,64517379.05
2046-08-30,POS PURCHASE,15844.53,,64501534.52
2046-09-01,CASH DEPOSIT,,48091.52,64549626.04
2046-09-01,CASH DEPOSIT,,39512.99,64589139.03
2046-09-01,INWARD REMITTANCE,,34878.71,64624017.74
2046-09-02,EMI DEBIT,11046.39,,64612971.35
2046-09-04,CASH DEPOSIT,,31977.43,64644948.78
2046-09-04,NEFT TRANSFER,,34038.65,64678987.43
2046-09-06,REFUND,,32129.84,64711117.27
2046-09-08,INWARD REMITTANCE,,38684.36,64749801.63
2046-09-10,ATM WITHDRAWAL,16747.92,,64733053.71
2046-09-10,POS PURCHASE,15015.14,,64718038.57
2046-09-12,SALARY,,39680.02,64757718.59
2046-09-14,CASH DEPOSIT,,43079.02,64800797.61
2046-09-15,INWARD REMITTANCE,,47045.04,64847842.65
2046-09-16,INWARD REMITTANCE,,38184.32,64886026.97
2046-09-16,ATM WITHDRAWAL,9920.74,,64876106.23
2046-09-17,REFUND,,17986.23,64894092.46
2046-09-19,IMPS TRANSFER,10239.05,,64883853.41
2046-09-21,CASH DEPOSIT,,1548.53,64885401.94
2046-09-22,NEFT TRANSFER,,26953.37,64912355.31
2046-09-24,ATM WITHDRAWAL,9852.85,,64902502.46
2046-09-24,REFUND,,18076.03,64920578.49
2046-09-24,EMI DEBIT,5673.20,,64914905.29
2046-09-24,CASH DEPOSIT,,24947.92,64939853.21
2046-09-25,NEFT TRANSFER,,13300.12,64953153.33
2046-09-27,CASH DEPOSIT,,1737.00,64954890.33
2046-09-27,REFUND,,24233.90,64979124.23
2046-09-28,EMI DEBIT,3604.39,,64975519.84
2046-09-30,REFUND,,10915.92,64986435.76
2046-10-02,EMI DEBIT,8341.81,,64978093.95
2046-10-03,INWARD REMITTANCE,,37658.51,65015752.46
2046-10-03,SALARY,,3025.51,65018777.97
2046-10-04,ATM WITHDRAWAL,13764.49,,65005013.48
2046-10-06,INWARD REMITTANCE,,47410.90,65052424.38
2046-10-06,POS PURCHASE,13538.03,,65038886.35
2046-10-07,NEFT TRANSFER,,147.60,65039033.95
2046-10-07,SALARY,,46866.72,65085900.67
2046-10-08,IMPS TRANSFER,7225.63,,65078675.04
2046-10-08,REFUND,,48632.64,65127307.68
2046-10-09,ATM WITHDRAWAL,12201.41,,65115106.27
2046-10-09,POS PURCHASE,19173.45,,65095932.82
2046-10-11,POS PURCHASE,14527.53,,65081405.29
2046-10-11,ATM WITHDRAWAL,18002.33,,65063402.96
2046-10-11,UTILITY BILL,10406.03,,65052996.93
2046-10-12,INWARD REMITTANCE,,35949.85,65088946.78
2046-10-13,NEFT TRANSFER,,28491.15,65117437.93
2046-10-13,UTILITY BILL,6007.36,,65111430.57
2046-10-13,INWARD REMITTANCE,,26883.03,65138313.60
2046-10-15,CASH DEPOSIT,,35466.40,65173780.00
2046-10-15,ATM WITHDRAWAL,2221.90,,65171558.10
2046-10-15,EMI DEBIT,11534.73,,65160023.37
2046-10-15,INWARD REMITTANCE,,47376.50,65207399.87
2046-10-15,NEFT TRANSFER,,42527.25,65249927.12
2046-10-17,UTILITY BILL,10438.76,,65239488.36
2046-10-17,POS PURCHASE,13897.30,,65225591.06
2046-10-18,REFUND,,8958.09,65234549.15
2046-10-19,EMI DEBIT,5898.28,,65228650.87
2046-10-20,POS PURCHASE,5259.43,,65223391.44
2046-10-20,INWARD REMITTANCE,,16459.12,65239850.56
2046-10-22,CASH DEPOSIT,,43150.65,65283001.21
2046-10-23,ATM WITHDRAWAL,3006.77,,65279994.44
2046-10-24,ATM WITHDRAWAL,7312.39,,65272682.05
2046-10-25,INWARD REMITTANCE,,15202.67,65287884.72
2046-10-26,CASH DEPOSIT,,36787.96,65324672.68
2046-10-27,POS PURCHASE,13029.40,,65311643.28
2046-10-28,IMPS TRANSFER,15474.85,,65296168.43
2046-10-30,CASH DEPOSIT,,26858.34,65323026.77
2046-10-30,CASH DEPOSIT,,14456.38,65337483.15
2046-10-31,NEFT TRANSFER,,14162.75,65351645.90
2046-11-02,IMPS TRANSFER,1717.80,,65349928.10
2046-11-04,ATM WITHDRAWAL,6383.57,,65343544.53
2046-11-04,INWARD REMITTANCE,,24737.23,65368281.76
2046-11-05,INWARD REMITTANCE,,46375.23,65414656.99
2046-11-05,IMPS TRANSFER,7110.01,,65407546.98
2046-11-05,REFUND,,47544.11,65455091.09
2046-11-07,POS PURCHASE,15591.24,,65439499.85
2046-11-08,EMI DEBIT,9709.44,,65429790.41
2046-11-08,NEFT TRANSFER,,5863.79,65435654.20
2046-11-10,UTILITY BILL,10927.58,,65424726.62
2046-11-11,NEFT TRANSFER,,3548.69,65428275.31
2046-11-13,IMPS TRANSFER,7904.58,,65420370.73
2046-11-15,SALARY,,4800.56,65425171.29
2046-11-15,IMPS TRANSFER,11894.86,,65413276.43
2046-11-15,REFUND,,5956.75,65419233.18
2046-11-15,IMPS TRANSFER,13865.73,,65405367.45
2046-11-16,CASH DEPOSIT,,35728.90,65441096.35
2046-11-17,REFUND,,9039.85,65450136.20
2046-11-17,IMPS TRANSFER,15959.82,,65434176.38
2046-11-17,REFUND,,44348.92,65478525.30
2046-11-17,ATM WITHDRAWAL,13499.81,,65465025.49
2046-11-18,EMI DEBIT,4754.78,,65460270.71
2046-11-18,UTILITY BILL,7495.25,,65452775.46
2046-11-18,CASH DEPOSIT,,10948.96,65463724.42
2046-11-18,CASH DEPOSIT,,3120.62,65466845.04
2046-11-20,EMI DEBIT,18066.00,,65448779.04
2046-11-21,ATM WITHDRAWAL,5599.53,,65443179.51
2046-11-21,SALARY,,4014.21,65447193.72
2046-11-21,UTILITY BILL,16998.44,,65430195.28
2046-11-23,REFUND,,41725.88,65471921.16
2046-11-25,INWARD REMITTANCE,,20727.46,65492648.62
2046-11-26,REFUND,,31560.73,65524209.35
2046-11-28,POS PURCHASE,8202.52,,65516006.83
2046-11-29,CASH DEPOSIT,,7885.99,65523892.82
2046-11-29,ATM WITHDRAWAL,7337.69,,65516555.13
2046-12-01,NEFT TRANSFER,,22160.29,65538715.42
2046-12-01,POS PURCHASE,12290.12,,65526425.30
2046-12-03,REFUND,,33766.45,65560191.75
2046-12-03,ATM WITHDRAWAL,18561.78,,65541629.97
2046-12-03,ATM WITHDRAWAL,17188.04,,65524441.93
2046-12-05,CASH DEPOSIT,,11619.10,65536061.03
2046-12-06,UTILITY BILL,14705.08,,65521355.95
2046-12-07,INWARD REMITTANCE,,22390.96,65543746.91
2046-12-08,SALARY,,41556.71,65585303.62
2046-12-09,ATM WITHDRAWAL,2143.37,,65583160.25
2046-12-10,IMPS TRANSFER,15373.17,,65567787.08
2046-12-12,UTILITY BILL,1809.54,,65565977.54
2046-12-13,REFUND,,2426.24,65568403.78
2046-12-13,INWARD REMITTANCE,,38162.94,65606566.72
2046-12-15,POS PURCHASE,1437.77,,65605128.95
2046-12-16,CASH DEPOSIT,,6988.34,65612117.29
2046-12-18,EMI DEBIT,19108.25,,65593009.04
2046-12-20,IMPS TRANSFER,5393.56,,65587615.48
2046-12-21,POS PURCHASE,258.78,,65587356.70
2046-12-22,UTILITY BILL,1699.50,,65585657.20
2046-12-23,IMPS TRANSFER,9862.60,,65575794.60
2046-12-25,CASH DEPOSIT,,8249.44,65584044.04
2046-12-26,IMPS TRANSFER,14805.02,,65569239.02
2046-12-26,UTILITY BILL,3371.75,,65565867.27
2046-12-28,NEFT TRANSFER,,18099.21,65583966.48
2046-12-28,SALARY,,5555.31,65589521.79
2046-12-29,SALARY,,27813.86,65617335.65
2046-12-29,SALARY,,15870.84,65633206.49
2046-12-31,UTILITY BILL,5410.32,,65627796.17
2046-12-31,INWARD REMITTANCE,,7263.64,65635059.81
2046-12-31,ATM WITHDRAWAL,3647.79,,65631412.02
2047-01-02,SALARY,,10733.23,65642145.25
2047-01-03,EMI DEBIT,11579.18,,65630566.07
2047-01-04,INWARD REMITTANCE,,33841.76,65664407.83
2047-01-06,CASH DEPOSIT,,11772.46,65676180.29
2047-01-06,NEFT TRANSFER,,39967.56,65716147.85
2047-01-08,ATM WITHDRAWAL,9959.14,,65706188.71
2047-01-08,CASH DEPOSIT,,36475.94,65742664.65
2047-01-09,CASH DEPOSIT,,20780.18,65763444.83
2047-01-10,NEFT TRANSFER,,30432.06,65793876.89
2047-01-11,CASH DEPOSIT,,36925.59,65830802.48
2047-01-13,CASH DEPOSIT,,29997.87,65860800.35
2047-01-13,SALARY,,45707.54,65906507.89
2047-01-13,EMI DEBIT,5927.75,,65900580.14
2047-01-15,REFUND,,43966.36,65944546.50
2047-01-15,REFUND,,31828.27,65976374.77
2047-01-15,EMI DEBIT,17742.57,,65958632.20
2047-01-16,EMI DEBIT,18920.70,,65939711.50
2047-01-16,REFUND,,36874.96,65976586.46
2047-01-17,REFUND,,47277.10,66023863.56
2047-01-17,NEFT TRANSFER,,13821.82,66037685.38
2047-01-19,NEFT TRANSFER,,38985.69,66076671.07
2047-01-21,SALARY,,43185.14,66119856.21
2047-01-22,SALARY,,45407.32,66165263.53
2047-01-24,EMI DEBIT,1432.29,,66163831.24
2047-01-25,SALARY,,22061.20,66185892.44
2047-01-27,CASH DEPOSIT,,8936.14,66194828.58
2047-01-27,CASH DEPOSIT,,40183.98,66235012.56
2047-01-27,NEFT TRANSFER,,33229.62,66268242.18
2047-01-29,EMI DEBIT,17080.44,,66251161.74
2047-01-30,UTILITY BILL,16789.06,,66234372.68
2047-02-01,REFUND,,42080.58,66276453.26
2047-02-03,CASH DEPOSIT,,32685.89,66309139.15
2047-02-05,INWARD REMITTANCE,,26038.93,66335178.08
2047-02-07,POS PURCHASE,3124.39,,66332053.69
2047-02-08,CASH DEPOSIT,,42477.98,66374531.67
2047-02-09,ATM WITHDRAWAL,13796.09,,66360735.58
2047-02-09,REFUND,,20850.57,66381586.15
2047-02-09,POS PURCHASE,1675.99,,66379910.16
2047-02-09,ATM WITHDRAWAL,13960.16,,66365950.00
2047-02-11,SALARY,,23934.40,66389884.40
2047-02-13,REFUND,,24579.08,66414463.48
2047-02-13,NEFT TRANSFER,,37209.74,66451673.22
2047-02-15,POS PURCHASE,19178.55,,66432494.67
2047-02-17,INWARD REMITTANCE,,22083.32,66454577.99
2047-02-18,CASH DEPOSIT,,46706.32,66501284.31
2047-02-20,IMPS TRANSFER,2313.49,,66498970.82
2047-02-20,ATM WITHDRAWAL,18070.06,,66480900.76
2047-02-22,REFUND,,2529.42,66483430.18
2047-02-24,NEFT TRANSFER,,12957.56,66496387.74
2047-02-26,EMI DEBIT,16937.48,,66479450.26
2047-02-26,REFUND,,14128.95,66493579.21
2047-02-28,CASH DEPOSIT,,34924.73,66528503.94
2047-03-01,ATM WITHDRAWAL,8484.93,,66520019.01
2047-03-02,POS PURCHASE,12217.14,,66507801.87
2047-03-02,NEFT TRANSFER,,6009.97,66513811.84
2047-03-02,ATM WITHDRAWAL,4620.25,,66509191.59
2047-03-04,UTILITY BILL,11040.80,,66498150.79
2047-03-06,INWARD REMITTANCE,,44746.29,66542897.08
2047-03-07,ATM WITHDRAWAL,18541.04,,66524356.04
2047-03-09,ATM WITHDRAWAL,3163.65,,66521192.39
2047-03-11,CASH DEPOSIT,,46882.79,66568075.18
2047-03-12,POS PURCHASE,10135.43,,66557939.75
2047-03-14,ATM WITHDRAWAL,14923.09,,66543016.66
2047-03-16,CASH DEPOSIT,,26755.29,66569771.95
2047-03-18,NEFT TRANSFER,,20631.12,66590403.07
2047-03-18,UTILITY BILL,19177.07,,66571226.00
2047-03-18,SALARY,,30830.11,66602056.11
2047-03-20,IMPS TRANSFER,2898.51,,66599157.60
2047-03-21,UTILITY BILL,11018.70,,66588138.90
2047-03-21,SALARY,,1576.41,66589715.31
2047-03-21,INWARD REMITTANCE,,12305.52,66602020.83
2047-03-22,NEFT TRANSFER,,43949.28,66645970.11
2047-03-22,POS PURCHASE,18048.17,,66627921.94
2047-03-24,IMPS TRANSFER,394.21,,66627527.73
2047-03-26,ATM WITHDRAWAL,6211.18,,66621316.55
2047-03-26,SALARY,,17365.33,66638681.88
2047-03-26,NEFT TRANSFER,,11707.58,66650389.46
2047-03-28,REFUND,,23668.15,66674057.61
2047-03-29,UTILITY BILL,2908.59,,66671149.02
2047-03-29,CASH DEPOSIT,,12466.49,66683615.51
2047-03-30,INWARD REMITTANCE,,13471.40,66697086.91
2047-03-30,SALARY,,26818.73,66723905.64
2047-03-30,UTILITY BILL,10347.31,,66713558.33
2047-03-30,REFUND,,11154.07,66724712.40
2047-04-01,CASH DEPOSIT,,9278.28,66733990.68
2047-04-03,INWARD REMITTANCE,,40205.41,66774196.09
2047-04-05,SALARY,,16442.05,66790638.14
2047-04-06,IMPS TRANSFER,13390.85,,66777247.29
2047-04-07,ATM WITHDRAWAL,15140.43,,66762106.86
2047-04-07,NEFT TRANSFER,,37778.44,66799885.30
2047-04-09,NEFT TRANSFER,,17646.27,66817531.57
2047-04-09,EMI DEBIT,8599.69,,66808931.88
2047-04-11,IMPS TRANSFER,12377.16,,66796554.72
2047-04-11,CASH DEPOSIT,,29260.95,66825815.67
2047-04-11,POS PURCHASE,11821.00,,66813994.67
2047-04-11,UTILITY BILL,13542.92,,66800451.75
2047-04-13,IMPS TRANSFER,8367.65,,66792084.10
2047-04-13,ATM WITHDRAWAL,14057.29,,66778026.81
2047-04-13,IMPS TRANSFER,7977.32,,66770049.49
2047-04-13,EMI DEBIT,10468.21,,66759581.28
2047-04-15,ATM WITHDRAWAL,10348.90,,66749232.38
2047-04-15,REFUND,,38433.26,66787665.64
2047-04-15,EMI DEBIT,5165.16,,66782500.48
2047-04-15,NEFT TRANSFER,,29431.51,66811931.99
2047-04-17,INWARD REMITTANCE,,17641.68,66829573.67
2047-04-17,REFUND,,7550.87,66837124.54
2047-04-19,CASH DEPOSIT,,34726.22,66871850.76
2047-04-21,EMI DEBIT,18958.56,,66852892.20
2047-04-22,IMPS TRANSFER,9996.33,,66842895.87
2047-04-23,SALARY,,28743.46,66871639.33
2047-04-24,SALARY,,42658.61,66914297.94
2047-04-24,POS PURCHASE,8173.00,,66906124.94
2047-04-24,REFUND,,4621.10,66910746.04
2047-04-24,POS PURCHASE,6595.83,,66904150.21
2047-04-25,SALARY,,34258.90,66938409.11
2047-04-25,SALARY,,16943.20,66955352.31
2047-04-26,SALARY,,45714.98,67001067.29
2047-04-26,UTILITY BILL,8457.77,,66992609.52
2047-04-28,CASH DEPOSIT,,11040.85,67003650.37
2047-04-28,IMPS TRANSFER,8594.73,,66995055.64
2047-04-28,ATM WITHDRAWAL,12553.49,,66982502.15
2047-04-30,SALARY,,41875.21,67024377.36
2047-05-02,UTILITY BILL,5196.03,,67019181.33
2047-05-04,SALARY,,34138.15,67053319.48
2047-05-04,REFUND,,6254.22,67059573.70
2047-05-06,NEFT TRANSFER,,28446.51,67088020.21
2047-05-08,POS PURCHASE,1304.86,,67086715.35
2047-05-08,EMI DEBIT,3197.84,,67083517.51
2047-05-08,NEFT TRANSFER,,37700.58,67121218.09
2047-05-09,UTILITY BILL,17781.54,,67103436.55
2047-05-10,IMPS TRANSFER,16569.34,,67086867.21
2047-05-12,NEFT TRANSFER,,5066.48,67091933.69
2047-05-13,CASH DEPOSIT,,48058.54,67139992.23
2047-05-15,EMI DEBIT,16177.78,,67123814.45
2047-05-15,POS PURCHASE,2777.24,,67121037.21
2047-05-17,POS PURCHASE,9222.67,,67111814.54
2047-05-18,POS PURCHASE,12253.21,,67099561.33
2047-05-19,UTILITY BILL,13921.88,,67085639.45
2047-05-20,REFUND,,10074.46,67095713.91
2047-05-22,IMPS TRANSFER,6244.36,,67089469.55
2047-05-23,INWARD REMITTANCE,,40748.47,67130218.02
2047-05-25,ATM WITHDRAWAL,6638.40,,67123579.62
2047-05-26,UTILITY BILL,2921.52,,67120658.10
2047-05-28,INWARD REMITTANCE,,2323.85,67122981.95
2047-05-28,UTILITY BILL,15474.20,,67107507.75
2047-05-30,CASH DEPOSIT,,18694.57,67126202.32
2047-06-01,INWARD REMITTANCE,,4786.09,67130988.41
2047-06-03,UTILITY BILL,2620.53,,67128367.88
2047-06-03,UTILITY BILL,16644.03,,67111723.85
2047-06-05,UTILITY BILL,2790.41,,67108933.44
2047-06-07,ATM WITHDRAWAL,19501.90,,67089431.54
2047-06-09,EMI DEBIT,19475.98,,67069955.56
2047-06-11,POS PURCHASE,18212.78,,67051742.78
2047-06-12,NEFT TRANSFER,,1321.70,67053064.48
2047-06-14,REFUND,,19229.02,67072293.50
2047-06-14,NEFT TRANSFER,,30167.34,67102460.84
2047-06-14,EMI DEBIT,4234.63,,67098226.21
2047-06-14,SALARY,,46781.89,67145008.10
2047-06-15,POS PURCHASE,13160.64,,67131847.46
2047-06-16,UTILITY BILL,18074.45,,67113773.01
2047-06-16,CASH DEPOSIT,,5452.27,67119225.28
2047-06-18,INWARD REMITTANCE,,17943.25,67137168.53
2047-06-20,UTILITY BILL,1731.45,,67135437.08
2047-06-21,NEFT TRANSFER,,30506.57,67165943.65
2047-06-21,EMI DEBIT,3523.61,,67162420.04
2047-06-21,CASH DEPOSIT,,4367.73,67166787.77
2047-06-23,EMI DEBIT,1762.14,,67165025.63
2047-06-25,NEFT TRANSFER,,49615.15,67214640.78
2047-06-26,EMI DEBIT,10787.65,,67203853.13
2047-06-28,INWARD REMITTANCE,,45138.85,67248991.98
2047-06-28,UTILITY BILL,7588.55,,67241403.43
2047-06-29,UTILITY BILL,18887.79,,67222515.64
2047-07-01,NEFT TRANSFER,,47119.05,67269634.69
2047-07-02,NEFT TRANSFER,,21602.24,67291236.93
2047-07-03,CASH DEPOSIT,,18140.33,67309377.26
2047-07-05,SALARY,,34353.56,67343730.82
2047-07-07,UTILITY BILL,1479.08,,67342251.74
2047-07-07,UTILITY BILL,19946.04,,67322305.70
2047-07-09,ATM WITHDRAWAL,4436.06,,67317869.64
2047-07-10,NEFT TRANSFER,,14655.34,67332524.98
2047-07-11,ATM WITHDRAWAL,12866.00,,67319658.98
2047-07-13,ATM WITHDRAWAL,8127.63,,67311531.35
2047-07-14,REFUND,,6984.70,67318516.05
2047-07-16,SALARY,,28914.41,67347430.46
2047-07-18,POS PURCHASE,17743.45,,67329687.01
2047-07-18,POS PURCHASE,9550.20,,67320136.81
2047-07-19,REFUND,,27252.42,67347389.23
2047-07-21,POS PURCHASE,17189.86,,67330199.37
2047-07-21,EMI DEBIT,592.21,,67329607.16
2047-07-22,ATM WITHDRAWAL,6170.27,,67323436.89
2047-07-22,NEFT TRANSFER,,35388.30,67358825.19
2047-07-24,UTILITY BILL,1976.72,,67356848.47
2047-07-24,NEFT TRANSFER,,44991.80,67401840.27
2047-07-24,POS PURCHASE,4698.64,,67397141.63
2047-07-24,REFUND,,21991.74,67419133.37
2047-07-25,CASH DEPOSIT,,12879.78,67432013.15
2047-07-27,REFUND,,42144.87,67474158.02
2047-07-28,POS PURCHASE,2743.84,,67471414.18
2047-07-29,ATM WITHDRAWAL,3351.21,,67468062.97
2047-07-29,INWARD REMITTANCE,,18509.53,67486572.50
2047-07-29,INWARD REMITTANCE,,47731.29,67534303.79
2047-07-30,ATM WITHDRAWAL,4570.20,,67529733.59
2047-07-30,UTILITY BILL,10048.27,,67519685.32
2047-07-30,INWARD REMITTANCE,,5030.18,67524715.50
2047-08-01,UTILITY BILL,1213.27,,67523502.23
2047-08-01,SALARY,,4416.30,67527918.53
2047-08-02,ATM WITHDRAWAL,2813.99,,67525104.54
2047-08-04,IMPS TRANSFER,7842.74,,67517261.80
2047-08-05,POS PURCHASE,13533.31,,67503728.49
2047-08-05,SALARY,,8466.23,67512194.72
2047-08-07,IMPS TRANSFER,19324.24,,67492870.48
2047-08-07,EMI DEBIT,12019.64,,67480850.84
2047-08-08,POS PURCHASE,14071.95,,67466778.89
2047-08-10,INWARD REMITTANCE,,48346.08,67515124.97
2047-08-10,EMI DEBIT,16730.14,,67498394.83
2047-08-11,POS PURCHASE,16412.43,,67481982.40
2047-08-11,REFUND,,21868.24,67503850.64
2047-08-13,POS PURCHASE,8539.14,,67495311.50
2047-08-13,IMPS TRANSFER,13263.12,,67482048.38
2047-08-14,IMPS TRANSFER,10445.97,,67471602.41
2047-08-14,REFUND,,26320.51,67497922.92
2047-08-14,REFUND,,47556.18,67545479.10
2047-08-15,SALARY,,12053.62,67557532.72
2047-08-16,UTILITY BILL,6382.84,,67551149.88
2047-08-17,SALARY,,29376.25,67580526.13
2047-08-18,POS PURCHASE,15182.78,,67565343.35
2047-08-19,ATM WITHDRAWAL,11626.22,,67553717.13
2047-08-19,NEFT TRANSFER,,12772.32,67566489.45
2047-08-21,ATM WITHDRAWAL,14374.02,,67552115.43
2047-08-21,POS PURCHASE,11249.02,,67540866.41
2047-08-23,REFUND,,47280.10,67588146.51
2047-08-23,CASH DEPOSIT,,48138.47,67636284.98
2047-08-24,SALARY,,1256.11,67637541.09
2047-08-24,CASH DEPOSIT,,49511.60,67687052.69
2047-08-26,CASH DEPOSIT,,39063.41,67726116.10
2047-08-26,POS PURCHASE,18108.02,,67708008.08
2047-08-28,IMPS TRANSFER,477.96,,67707530.12
2047-08-28,IMPS TRANSFER,7722.15,,67699807.97
2047-08-30,IMPS TRANSFER,19570.65,,67680237.32
2047-09-01,ATM WITHDRAWAL,15601.27,,67664636.05
2047-09-02,ATM WITHDRAWAL,532.31,,67664103.74
2047-09-04,REFUND,,27338.46,67691442.20
2047-09-05,NEFT TRANSFER,,4670.44,67696112.64
2047-09-06,EMI DEBIT,16848.09,,67679264.55
2047-09-07,IMPS TRANSFER,4359.70,,67674904.85
2047-09-07,CASH DEPOSIT,,21255.15,67696160.00
2047-09-08,EMI DEBIT,551.52,,67695608.48
2047-09-08,ATM WITHDRAWAL,15529.74,,67680078.74
2047-09-10,REFUND,,7469.79,67687548.53
2047-09-10,EMI DEBIT,17586.34,,67669962.19
2047-09-11,SALARY,,23027.29,67692989.48
2047-09-11,SALARY,,48055.72,67741045.20
2047-09-13,ATM WITHDRAWAL,14780.47,,67726264.73
2047-09-15,INWARD REMITTANCE,,25530.17,67751794.90
2047-09-16,INWARD REMITTANCE,,4770.99,67756565.89
2047-09-17,SALARY,,38151.68,67794717.57
2047-09-19,CASH DEPOSIT,,33352.84,67828070.41
2047-09-19,NEFT TRANSFER,,26664.67,67854735.08
2047-09-19,INWARD REMITTANCE,,44822.39,67899557.47
2047-09-19,EMI DEBIT,4385.74,,67895171.73
2047-09-20,INWARD REMITTANCE,,13155.63,67908327.36
2047-09-21,CASH DEPOSIT,,31703.09,67940030.45
2047-09-23,NEFT TRANSFER,,38724.02,67978754.47
2047-09-25,IMPS TRANSFER,17792.67,,67960961.80
2047-09-27,REFUND,,8928.40,67969890.20
2047-09-27,INWARD REMITTANCE,,42895.72,68012785.92
2047-09-29,POS PURCHASE,3696.22,,68009089.70
2047-09-30,NEFT TRANSFER,,30347.57,68039437.27
2047-10-01,IMPS TRANSFER,5130.00,,68034307.27
2047-10-03,EMI DEBIT,12093.57,,68022213.70
2047-10-05,UTILITY BILL,12373.71,,68009839.99
2047-10-06,INWARD REMITTANCE,,35117.53,68044957.52
2047-10-06,SALARY,,3644.43,68048601.95
2047-10-06,IMPS TRANSFER,4783.44,,68043818.51
2047-10-06,ATM WITHDRAWAL,3607.56,,68040210.95
2047-10-07,EMI DEBIT,18353.74,,68021857.21
2047-10-09,CASH DEPOSIT,,27103.13,68048960.34
2047-10-10,INWARD REMITTANCE,,32578.59,68081538.93
2047-10-12,REFUND,,37568.56,68119107.49
2047-10-13,CASH DEPOSIT,,26033.99,68145141.48
2047-10-14,IMPS TRANSFER,967.38,,68144174.10
2047-10-14,EMI DEBIT,19515.67,,68124658.43
2047-10-15,IMPS TRANSFER,16738.33,,68107920.10
2047-10-16,UTILITY BILL,4288.51,,68103631.59
2047-10-16,REFUND,,45606.68,68149238.27
2047-10-16,EMI DEBIT,12545.54,,68136692.73
2047-10-17,POS PURCHASE,2729.55,,68133963.18
